index,ames,smiles
ext_571,1,[O-][N+](=O)c1cccc2[nH]c3ccccc3c12
ext_572,1,Cn1c(ncc1[N+](=O)[O-])C1NC(CO)(CO)CO1
ext_574,0,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC/C=C/c1ccccc1)C
ext_575,1,CCOC(=O)CC1OCCc2c1[nH]c1c(CC)cc(O)cc21
ext_576,0,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-]
ext_578,1,C[C@H](O)CC(O[C@@H](C)C=O)O[C@@H]1[C@H](C)O[C@H](C[C@@H]1N)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4cccc(O)c4C(=O)c3c(O)c12)C(=O)C
ext_579,0,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)C
ext_580,0,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1
ext_581,1,[O-][N+](=O)c1ccc(/C=C\c2ccc(cc2)C#N)cc1
ext_582,1,OCC(O)C(O)C(O)C(O)C1SCCN1N=O
ext_583,1,Clc1ccc(OS(=O)(=O)c2cccc3cccnc23)c(Cl)c1
ext_585,1,OC(=O)c1cc(Cl)cc2cccnc12
ext_587,1,c1ccc(cc1)N=Cc1cccc2cccnc12
ext_588,1,CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12
ext_591,0,O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-]
ext_594,0,CN1CC(c2ccccc2)c2cccc(N)c2C1
ext_595,0,CCCC(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1[nH]cnc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N1CCC[C@H]1C(=O)N
ext_596,0,C/C=C(\C)/C(=O)O[C@H]1[C@H](OC(=O)C)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CCC4[C@@]5(C)CC[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(=O)O)[C@](C)(CO)C5CC[C@@]34C)C2CC1(C)C
ext_597,1,CNC(=O)c1cccc2c(Nc3ccc(NS(=O)(=O)C)cc3OC)c3cccc(C)c3nc12
ext_598,0,Oc1ccccc1C(=O)[O-]
ext_599,1,O[C@@H]1[C@H]2O[C@H]2c2c(cc3ccc4cccc5c6ccccc6c2c3c45)[C@H]1O
ext_601,1,CCN(CC)c1ccc(cc1)N=Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-]
ext_604,0,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1
ext_606,0,CCOc1ccc2ccccc2c1
ext_607,0,OC(=O)CC(Cl)C(=O)O
ext_608,0,COC(=O)C1=C(C)NC(=C(C1c1cccc(Cl)c1Cl)C(=O)OC(C)C)COC(=O)N
ext_609,0,CCCCO[C@@H](CC)CO
ext_611,0,O=c1[nH]c(=O)[n-]c(=O)[nH]1
ext_612,1,CCCCCC(O)CC(=O)CCC1CCC(O)C(C1)OC
ext_613,0,O[C@H](C[C@H](O)/C=C/c1c(nc2ccccc2c1c1ccc(F)cc1)C1CC1)CC(=O)[O-]
ext_614,1,O[C@@H]1[C@@H]2O[C@@H]2c2c(cc3ccc4cccc5c6ccccc6c2c3c45)[C@H]1O
ext_615,0,COc1cc(/C=C/C(=O)O)cc(OC)c1OC
ext_617,0,C[n+]1c2-c3c(CCn2c(=O)c2ccccc12)c1c([nH]3)cccc1
ext_618,1,CCCS(=O)(=O)n1ncc(c(Cl)c1=O)Cl
ext_619,0,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(cn1c23)C(=O)O
ext_620,0,CC(=O)N[C@@H](CC(=O)O)C(=O)O
ext_621,1,[O-][N+](=O)c1ccc(cc1)C(=O)n1ncc(c(Cl)c1=O)Cl
ext_622,0,CC(C)C(O)C(C)(C)COC(=O)C(C)C
ext_623,0,CCC=C
ext_624,0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)OC(=O)/C=C/c3cccc(c3)N(CCCl)CCCl)[C@@H]1CCC(=O)N2
ext_625,0,CC1=CC[C@@H]2C[C@H]1C2(C)C
ext_626,0,CC(C)C1=CC=C(C)CC1
ext_627,1,CC(=O)c1cc(NC(=O)N)ccc1OCC(O)CNC(C)(C)C
ext_632,0,FC(F)(F)CC(F)(F)F
ext_633,0,[O-][N+](=O)c1ccc(/C=C/c2ccc(cc2S(=O)(=O)[O-])[N+](=O)[O-])c(c1)S(=O)(=O)[O-]
ext_634,1,CO[C@H]1C[C@](C)(O)Cc2cc3C(=O)c4c5OC6OC(C)([C@H](O)[C@H]([C@@H]6O)N(C)C)c5cc(O)c4C(=O)c3c(O)c12
ext_636,0,Cc1onc(c1)C(=O)NNCc1ccccc1
ext_637,0,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1
ext_639,0,CC(CO)(CO)CO
ext_640,0,C[N+](C)(CC=C)CC=C
ext_641,0,OCCCCCCO
ext_644,0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C
ext_645,0,CNCCC=C1c2ccccc2CCc2ccccc12
ext_646,0,CC(C)NNC(=O)c1ccncc1
ext_647,0,Nc1cc(Cl)nc(C(=O)O)c1Cl
ext_648,0,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1
ext_649,0,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41
ext_650,0,Oc1ccc(Cc2ccc(O)cc2)cc1
ext_651,0,CCCCCCCC/C=C/CCCCCCCC(=O)N
ext_652,0,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C
ext_653,1,Nc1cc(cc2C=C(/C(=N\Nc3ccc(cc3)c3ccc(N/N=C\4/C(=O)c5c(N)cc(cc5C=C4S(=O)(=O)[O-])S(=O)(=O)[O-])cc3)/C(=O)c12)S(=O)(=O)[O-])S(=O)(=O)[O-]
ext_654,0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
ext_655,1,c1cc(ccn1)c1ccncc1
ext_658,1,CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(=O)N)NCC(N)C(=O)N)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1[nH]cnc1)C(=O)NCCc1scc(n1)c1scc(n1)C(=O)NCCC[S+](C)C
ext_659,1,CCN(Cc1cccc(c1)S(=O)(=O)[O-])c1ccc(cc1)[C+](c1ccc(cc1)N(C)C)c1ccc(cc1)N(CC)Cc1cccc(c1)S(=O)(=O)[O-]
ext_663,1,ClC1CC2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl
ext_665,0,Nc1nc(=O)n(cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
ext_666,1,CC1CC(=O)O1
ext_669,1,Cc1ccc2[nH]c3c(C)cc(c(C)c3c2c1)[N+](=O)[O-]
ext_670,1,COC(=O)C12OC1(C)C(OC2=O)C(C)C
ext_671,1,C[n+]1ccc(cc1)c1ccccn1
ext_672,1,C[n+]1cccc(c1)c1ccc[n+](C)c1
ext_673,0,CCCCC[N+](=O)[O-]
ext_674,0,CCC(C(C)O)[N+](=O)[O-]
ext_675,1,COC(=O)C12OC1(C)C(O)(NC2=O)C(C)C
ext_676,1,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1
ext_677,1,COCC1CO1
ext_678,1,CC(C)OCC1CO1
ext_679,1,CC(C)(C)OCC1CO1
ext_681,1,Cc1ccccc1OCC1CO1
ext_682,1,C(CCOCC1CO1)COCC1CO1
ext_683,1,CC(C)(COCC1CO1)COCC1CO1
ext_684,1,C[n+]1ccccc1c1cccc[n+]1C
ext_685,1,C[C@@H]1OC(C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(O)c3C(=O)c4cccc(O)c4C(=O)c3c(O)c12)C(=O)C
ext_686,0,CC(CO)[N+](=O)[O-]
ext_688,1,[O-][N+](=O)c1ccc2C3OC3c3cccc4c5ccccc5c1c2c34
ext_689,1,BrCC1CO1
ext_690,1,ClC(Cl)(Cl)CC1CO1
ext_692,1,C=CC(=O)OCC1CO1
ext_693,1,c1ccc(nc1)c1ccccn1
ext_694,0,CC1OC(=O)C=C1
ext_695,0,Cc1cnc(C)c(C)n1
ext_696,1,CCC(Cl)[N+](=O)[O-]
ext_697,1,O[C@@H]1C=CC=C[C@H]1O
ext_698,1,FCC1CO1
ext_699,1,CCC(C)COC(=O)/C=C/c1ccc(cc1)N=Cc1ccc(OC)cc1
ext_701,0,O=C/C=C/c1ccccc1
ext_703,1,CCCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccccc1
ext_704,1,CCCCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CC)CC
ext_705,1,[O-][N+](=O)c1ccc(OCC2CO2)cc1
ext_706,1,CCCCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccccc1
ext_707,1,CC(CF)NCC(O)COc1cccc2[nH]c3ccccc3c12
ext_710,1,c1cncc(c1)c1cccnc1
ext_711,1,OC1C=Cc2c(ccc3-c4cccc5cccc(-c23)c45)C1O
ext_712,1,CCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CC)CC
ext_713,1,OC1C=C2c3ccc4ccccc4c3-c3cccc(C1O)c23
ext_714,0,C[N-]C(=O)Oc1ccc(NC=C2C=CC=C2)cc1
ext_717,1,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
ext_719,1,OC[C@@H](O)CCl
ext_720,1,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1N
ext_721,1,[O-][N+](=O)c1ccc2C3OC3c3cccc4ccc1c2c34
ext_722,1,[O-][N+](=O)c1ccc2ccc3cccc4C5OC5c1c2c34
ext_723,1,OC(C=C)C=C
ext_724,1,COc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccccc1
ext_725,1,CCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccccc1
ext_726,1,Nc1ccc2C=C(/C(=N/Nc3ccc(cc3OCCO)N=Nc3ccccc3)/C(=O)c2c1)S(=O)(=O)[O-]
ext_727,1,CCN(CC)c1ccc(cc1)N=Nc1ccc(N/N=C/2\C(=O)c3cc(N)ccc3C=C2S(=O)(=O)[O-])c(OC)c1
ext_728,1,CCN(CC)c1ccc(cc1)N=Nc1ccc(N/N=C/2\C(=O)c3cc(N)ccc3C=C2S(=O)(=O)[O-])c(OCCO)c1
ext_729,1,COc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CCO)CCO
ext_730,1,CCCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CCO)CCO
ext_731,0,CC/C=C/C=C\CCCCCCOC(=O)C
ext_732,1,CC1CS(=O)(=O)CCN1/N=C/c1oc(cc1)[N+](=O)[O-]
ext_733,0,C/C=C/C=C\C
ext_734,0,C/C=C/C=C
ext_735,0,CC(C)C1(O)CCC(=CC1)C
ext_737,0,C/C=C/C=C/CCCCCCCOC(=O)C
ext_738,0,ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl
ext_739,0,CC1=C(C=C)/C(=C/C2=NC(Cc3[nH]c(/C=C\4/NC(=O)C(=C4C)C=C)c(C)c3CCC(=O)NCCS(=O)(=O)[O-])C(=C2C)CCC(=O)NCCS(=O)(=O)[O-])/NC1=O
ext_740,0,CC1=C(C=C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C/4\NC(=O)C(=C4C)C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)/NC1=O
ext_741,1,OCC(O)CI
ext_742,1,Clc1cc(Cl)c2C3N=C(N=c4n5[Cu]N6C(N=C7N=C(N=c5c5c(Cl)c(Cl)c(Cl)c(Cl)c45)c4c(Cl)c(Cl)c(Cl)c(Cl)c74)c4c(Cl)c(Cl)c(Cl)c(Cl)c4C6=N3)c2c1Cl
ext_744,0,CC(=O)O[C@@H]1[C@@H](O)C2OC3C=C(C)C(=O)[C@@H](O)C3(CO)C1(C)C12CO1
ext_745,0,O=C1[CH-]C(=O)C1=O
ext_746,1,C1OC1COc1ccccc1
ext_747,1,CCCCCCOCC1CO1
ext_748,1,O=CCC=O
ext_749,1,Cc1ccc(OCC2CO2)cc1
ext_751,1,O[C@@H]1[C@H]2O[C@H]2c2c(ccc3ccccc23)[C@H]1O
ext_752,1,Nc1cccc2ncccc12
ext_754,1,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C
ext_755,1,CCCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CC)CC
ext_758,1,CCCCNN
ext_761,1,O=C1C=Cc2c3ccccc3ccc2C1=O
ext_762,1,CCN(CC)CCOc1ccc(cc1)/C(=C(\Cl)/c1ccccc1)/c1ccccc1
ext_763,1,CCOc1cc(ccc1N/N=C/1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-])N=Nc1ccc(cc1)N(CCO)CCO
ext_764,1,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
ext_765,1,OC(=O)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
ext_766,1,s1ccc2ccc3ccc4ccccc4c3c12
ext_767,0,C[C@@H]1CC2=C(C3[C@@H](C=C(C)C2=O)C(CCC3=C)C(=C)C)C1=O
ext_769,0,CC(=C)C1CCC(=C)C2[C@H]1C=C(C)C(=O)C1=C2C(=O)[C@](C)(O)C1
ext_773,1,ON(C=O)c1ccc(Cl)cc1
ext_774,1,ON(C(=O)CCC(=O)O)c1ccc(Cl)cc1
ext_775,1,ON(C=O)c1ccc(Br)cc1
ext_776,1,Cc1ccc(cc1)N(O)C=O
ext_779,1,ClC/C=C\CCl
ext_780,0,[O-]C(=O)C1=NN(c2ccc(cc2)S(=O)(=O)[O-])C(=O)C1N=Nc1ccc(cc1)S(=O)(=O)[O-]
ext_785,0,C[N-]C(=S)N/N=C/C(=N/NC(=S)[N-]C)/C
ext_787,0,CCOC(=O)c1cc(Cc2ccc(N)c(c2)C(=O)OCC)ccc1N
ext_788,1,O1C2C=Cc3c(ccc4c5C=Cc6cccc(cc34)c56)C12
ext_789,1,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
ext_791,1,ON(C=O)c1ccc(F)cc1
ext_792,0,Cl/C=C(/Cl)\c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
ext_793,0,Cc1cc(C)cc(N/N=C/2\C(=O)C=Cc3ccccc23)c1
ext_795,0,Nc1ccc(N)c(c1)S(=O)(=O)[O-]
ext_798,1,O1C2C1c1cc3c(ccc4ccccc34)cc1-c1ccccc21
ext_799,1,CCC(C)Br
ext_800,1,COCC(O)Cn1cc(nc1Cl)[N+](=O)[O-]
ext_801,1,Cc1ccc2C(=O)c3ccc(O)cc3C(=O)c2c1
ext_802,1,CC(=CC1C(C(=O)OCc2oc(CC#C)cc2)C1(C)C)C
ext_803,1,C=COc1ccccc1
ext_804,0,CC/C=C(\C)/C(OC(=O)C1C(C=C(C)C)C1(C)C)C#C
ext_811,1,O1C2C1c1ccc3ccccc3c1-c1ccccc21
ext_812,1,N1C2C1c1ccc3ccccc3c1-c1ccccc21
ext_813,1,CCCN(CCC)CCc1cccc2[nH]c3c(C)ccc(C)c3c12
ext_814,1,CCCNNCCC
ext_815,1,CCCCNNCCCC
ext_816,1,CCCN(N)CCC
ext_819,0,C[C@]12CC[C@@H]3[C@H](CCc4cc(O)ccc34)[C@H]1C[C@@H](O)C2=O
ext_820,1,CCCCCCCCCCCCCCCCCC(=O)OCC1=CC=C2C(=CCC(C=C12)C(=C)C)C
ext_821,1,[O-][n+]1cc2cnccc2cn1
ext_822,1,[O-][n+]1ccc2cnncc2c1
ext_823,0,Cc1ccccc1OCC(O)CNCCOc1ccc(cc1)C(=O)N
ext_824,0,CCc1cccc2cc(oc12)C(O)CNC(C)(C)C
ext_825,1,Cc1c(O)cc2C(=O)c3c(O)cccc3C(=O)c2c1O
ext_826,1,COc1ccc(cc1)c1[nH]c(nc1c1ccc(OC)cc1)c1ccccc1
ext_827,1,OCc1c(O)c2C(=O)c3ccccc3C(=O)c2cc1O[C@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
ext_828,0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(=O)N
ext_830,1,Cc1cc(N)ccc1N
ext_831,1,CC[C@@]1(O)C[C@H](O)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc2[C@H]1C(=O)OC
ext_834,0,COc1ccc2nccc(C(O)C3CC4CCN3CC4C=C)c2c1
ext_835,0,Cc1ccc(cc1[N+](=O)[O-])N=O
ext_836,1,[O-][N+](=O)c1cc2[nH]c3ccc4ccccc4c3c2c2ccccc12
ext_837,1,Oc1ccc2c(c1)c1c([nH]c3ccc4ccccc4c13)cc2[N+](=O)[O-]
ext_838,1,Oc1ccc2c(c1)c(cc1[nH]c3ccc4ccccc4c3c21)[N+](=O)[O-]
ext_839,1,[O-]C(=O)C(Cc1ccc(Cl)cc1)NC(=O)Cc1ccccc1
ext_840,1,ClC1CN(CC1Cl)N=O
ext_842,1,C/C=C(\Cl)/C1=C(Cl)C(=O)[C@@]23C[C@H]2C(C)(C)O[C@]3(O)C1=O
ext_843,0,CC(C)(C)NCC(O)COc1cccc2C(=O)CCCc12
ext_844,1,CC(C)c1c(N)ccc2ccccc12
ext_845,0,Nc1ccc(cc1)S(=O)(=O)[O-]
ext_846,1,CCCn1cc2C[C@@H]3[C@H](C=C(C)CN3C)c3cccc1c23
ext_847,1,Cc1ccc(cc1)C(=O)O[C@H]([C@@H](OC(=O)c1ccc(C)cc1)C(=O)O)C(=O)O
ext_850,1,CCc1c(N)ccc2ccccc12
ext_851,1,[O-]c1cccc2cccnc12
ext_857,1,CC(=O)Nc1ccc(cc1)[C@H]1O[C@@H]1C(=O)c1ccccc1
ext_858,0,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(O)cc34)[C@@H]1CC[C@@H]2O
ext_859,0,C[C@]12CC[C@H]3[C@@H](CCc4c(O)c(O)ccc34)[C@@H]1CC[C@@H]2O
ext_860,0,[O-][N+](=O)c1ccc(cc1)C1OC1C(=O)c1ccccc1
ext_862,1,[O-]C(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)OCc1ccccc1
ext_863,1,CCc1cc(ccc1N)c1ccccc1
ext_864,1,Cc1cc(cc(C)c1N)c1ccccc1
ext_865,0,CC(C)NCC(O)COc1cccc2ccccc12
ext_867,1,[O-][N+](=O)c1cccc2cc3ccccc3cc12
ext_868,1,COc1ccc(NC(=O)C)cc1N
ext_873,1,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1
ext_874,0,CC12CC[C@H]3C(CCc4c(O)c(O)ccc34)[C@@H]1CCC2=O
ext_875,0,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(O)cc34)[C@@H]1CCC2=O
ext_876,0,Cc1ccc(c(c1[N+](=O)[O-])S(=O)(=O)O)[N+](=O)[O-]
ext_877,0,Cc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O
ext_878,1,CNc1ccc2nc3ccc(N)cc3[s+]c2c1
ext_879,1,CNc1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
ext_880,1,CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1
ext_881,1,[O-][N+](=O)NC1=NCCN1Cc1ccc(Cl)nc1
ext_882,1,OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
ext_884,0,CCN(CC)C(=S)[S-]
ext_885,0,CCN(c1ccccc1)C(=S)[S-]
ext_888,1,COc1ccc(N)cc1N
ext_889,1,OC(CBr)C(O)C(O)C(O)CBr
ext_890,1,CC1(C)CC2=C(C=O)[C@]3(C[C@@]3(C)[C@@H](O)[C@@]2(O)C1)C=O
ext_891,1,OC(=O)/C=C(\CCl)/C(Cl)Cl
ext_892,1,O[C@H]1C=C[C@@H]2O[C@@H]2[C@@H]1O
ext_893,1,O[C@@H]1C=C[C@H]2O[C@H]2[C@H]1O
ext_895,1,CC1(C)CC2C(O)(C1)C=C(C=O)C13CC21C(=O)OC3O
ext_897,1,ClC[C@@H]1CO1
ext_898,1,OC[C@@H]1CO1
ext_899,1,Cc1ccc(cc1)S(=O)(=O)OC[C@H]1CO1
ext_900,1,O[C@H]1[C@H](O)c2ccc3nc4ccc5ccccc5c4cc3c2[C@H]2O[C@@H]12
ext_901,1,N1C2C1c1c3ccccc3ccc1-c1ccccc21
ext_902,1,O1c2c1c1c3ccccc3c3ccccc3c1c1ccccc21
ext_903,1,N1C2C1c1c3ccccc3c3ccccc3c1-c1ccccc21
ext_905,1,OS(=O)(=O)OCc1oc(C=O)cc1
ext_906,1,OCCCCCl
ext_907,1,CC1CN1
ext_909,1,N1[C@@H]([C@@H]1c1ccccc1)c1ccccc1
ext_910,1,CN1CCN(CC1)c1ccc2nc(CCc3ccc4nc([nH]c4c3)c3ccc(cc3)N(CCCl)CCCl)[nH]c2c1
ext_911,1,CN1CCN(CC1)c1ccc2nc(CCCc3ccc4nc([nH]c4c3)c3ccc(cc3)N(CCCl)CCCl)[nH]c2c1
ext_912,1,OOC1CCCc2ccccc12
ext_913,1,O[C@@H]1[C@H]2O[C@H]2c2c(ccc3c2ccc2ccc(O)cc32)[C@H]1O
ext_915,1,OCc1ccc(cc1)[N+]#N
ext_916,1,O[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](O)[C@H](O)[C@@H]1O
ext_917,1,O[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](O)[C@@H](O)[C@@H]1O
ext_918,1,O[C@H]1O[C@H](CN=[N+]=[N-])[C@@H](O)[C@@H](O)[C@H]1O
ext_919,1,O[C@H]1O[C@@H](CN=[N+]=[N-])[C@@H](O)[C@H](O)[C@H]1O
ext_920,1,O[C@H]1O[C@H](CN=[N+]=[N-])[C@H](O)[C@H](O)[C@H]1O
ext_921,1,CN(Cc1cccc(Cl)c1)N=O
ext_922,1,CN(Cc1ccc(cc1)C#N)N=O
ext_923,1,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(C(O)C(C)O5)N5CCOCC5C#N)c4c(O)c3C(=O)c12)C(=O)C
ext_926,1,[O-]S(=O)(=O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c34
ext_927,1,CN(OC(=O)c1ccccc1)c1ccc(cc1)N=Nc1ccccc1
ext_928,1,CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(=O)N)NCC(N)C(=O)N)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(=O)N)C1O)c1[nH]cnc1)C(=O)NCCc1scc(n1)c1scc(n1)C(=O)NCCCNC(C)c1ccccc1
ext_929,1,CC(=O)OC1Cc2c3ccc4ccccc4c3cc3ccc(C)c1c23
ext_930,1,CC1CNC(=O)N1c1sc(cn1)[N+](=O)[O-]
ext_931,1,CCCCN(N=O)C(=O)OCC
ext_933,1,CC[C@@H](C)OS(=O)(=O)C
ext_934,1,CC[C@H](C)OS(=O)(=O)C
ext_941,1,COc1cc(O)c2c(=O)c3c(OC)cc4OC5OC=CC5c4c3oc2c1OC
ext_942,1,Cc1cc2ccccc2c2ccc3[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4c3c12
ext_944,1,COC(=O)c1cc2c([nH]c3ccc(cc23)[N+](=O)[O-])c(n1)c1ccccc1
ext_946,1,[O-][N+](=O)c1sc(cc1)C1NC(=O)c2ccccc2N1
ext_947,1,CC(=O)[CH-]C(=O)C
ext_949,1,O[C@@H]1[C@@H](O)c2ccc3cc4c(ccc5ccccc45)nc3c2[C@H]2O[C@@H]12
ext_950,1,O[C@H]1[C@H](O)c2ccc3cc4c(ccc5ccccc45)nc3c2[C@@H]2O[C@H]12
ext_951,1,CC(=O)O[C@@H]1[C@@H](O)[C@H](OC(=O)/C=C\c2ccc(O)cc2)[C@@H](CO)O[C@H]1OC12CC(C)(C)C(=O)C1C(C)(O)C1(CC1)C(=C2)C
ext_952,1,O[C@H]1[C@H](O)c2ccc3cc4c(ccc5ccccc45)nc3c2[C@H]2O[C@@H]12
ext_955,1,Oc1c2ccc3cc4c([nH]c3c2c2c(O2)c1=O)ccc1ccccc41
ext_956,1,ClCC(=O)C(Cl)Cl
ext_957,1,Cc1ccc2nc3c4ccccc4c4Oc4c3c(C)c2c1
ext_958,1,CCCCN(C[C@@H](CO)Cc1ccccc1)N=O
ext_959,1,CCCCN(C[C@H](CO)OCc1ccccc1)N=O
ext_960,1,CC(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
ext_961,1,CC(=O)Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1
ext_962,1,CC(=O)N(O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
ext_963,1,ON(C=O)c1ccc(Oc2ccccc2)cc1
ext_964,1,ON(C=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1
